mp_id,constituency_id,state_id,name,normalized_name,allocated_amount,allocation_quality_flag,source_row
MP301,C301,ST26,BHARTRUHARI MAHTAB,Bhartruhari Mahtab,50000000,VALID,302
MP302,C302,ST26,BIBHU PRASAD TARAI,Bibhu Prasad Tarai,50000000,VALID,303
MP303,C303,ST26,DHARMENDRA PRADHAN,Dharmendra Pradhan,50000000,VALID,304
MP304,C304,ST26,JUAL ORAM,Jual Oram,50000000,VALID,305
MP305,C305,ST26,MALVIKA DEVI,Malvika Devi,50000000,VALID,306
MP306,C306,ST26,NABIN KUMAR NAYAK,Nabin Kumar Nayak,50000000,VALID,307
MP307,C307,ST26,PRADEEP PUROHIT,Pradeep Purohit,50000000,VALID,308
MP308,C308,ST26,PRATAP CHANDRA SARANGI,Pratap Chandra Sarangi,50000000,VALID,309
MP309,C309,ST26,RABINDRANARAYAN BEHERA,Rabindranarayan Behera,50000000,VALID,310
MP310,C310,ST26,RUDRA NARAYAN PANY,Rudra Narayan Pany,50000000,VALID,311
MP311,C311,ST26,SAMBIT PATRA,Sambit Patra,50000000,VALID,312
MP312,C312,ST26,SANGEETA KUMARI SINGH DEO,Sangeeta Kumari Singh Deo,50000000,VALID,313
MP313,C313,ST26,SAPTAGIRI SANKAR ULAKA,Saptagiri Sankar Ulaka,50000000,VALID,314
MP314,C314,ST26,SUKESH NAYAK,Sukesh Nayak,50000000,VALID,315
MP315,C315,ST26,ANITA SUBHADARSHINI,Anita Subhadarshini,50000000,VALID,316
MP316,C316,ST26,PRADEEP PANIGRAHY,Pradeep Panigrahy,50000000,VALID,317
MP317,C317,ST26,AVIMANYU SETHI,Avimanyu Sethi,50000000,VALID,318
MP318,C318,ST27,VE VAITHILINGAM,Ve Vaithilingam,50000000,VALID,319
MP319,C319,ST28,AMAR SINGH,Amar Singh,50000000,VALID,320
MP320,C320,ST28,AMRITPAL SINGH,Amritpal Singh,50000000,VALID,321
MP321,C321,ST28,CHARANJIT SINGH CHANNI,Charanjit Singh Channi,50000000,VALID,322
MP322,C322,ST28,DHARAMVIRA GANDHI,Dharamvira Gandhi,50000000,VALID,323
MP323,C323,ST28,GURJEET SINGH AUJLA,Gurjeet Singh Aujla,50000000,VALID,324
MP324,C324,ST28,HARSIMRAT KAUR BADAL,Harsimrat Kaur Badal,50000000,VALID,325
MP325,C325,ST28,MALVINDER SINGH KANG,Malvinder Singh Kang,50000000,VALID,326
MP326,C326,ST28,MEET HEYER,Meet Heyer,50000000,VALID,327
MP327,C327,ST28,RAJA WARRING,Raja Warring,50000000,VALID,328
MP328,C328,ST28,RAJKUMAR CHHABEWAL,Rajkumar Chhabewal,50000000,VALID,329
MP329,C329,ST28,SARABJEET SINGH KHALSA,Sarabjeet Singh Khalsa,50000000,VALID,330
MP330,C330,ST28,SHER SINGH GHUBAYA,Sher Singh Ghubaya,50000000,VALID,331
MP331,C331,ST28,SUKHBIR SINGH BADAL,Sukhbir Singh Badal,50000000,VALID,332
MP332,C332,ST29,BHAGIRATH CHOUDHARY,Bhagirath Choudhary,50000000,VALID,333
MP333,C333,ST29,BHAJAN LAL JATAV,Bhajan Lal Jatav,50000000,VALID,334
MP334,C334,ST29,BRIJENDRA OLA,Brijendra Ola,50000000,VALID,335
MP335,C335,ST29,C P JOSHI,C P Joshi,50000000,VALID,336
MP336,C336,ST29,DAMODAR GURJAR,Damodar Gurjar,50000000,VALID,337
MP337,C337,ST29,GAJENDRA SINGH SHEKHAWAT,Gajendra Singh Shekhawat,50000000,VALID,338
MP338,C338,ST29,HANUMAN BENIWAL,Hanuman Beniwal,50000000,VALID,339
MP339,C339,ST29,HARISH MEENA,Harish Meena,50000000,VALID,340
MP340,C340,ST29,LUMBARAM CHOUDHARY,Lumbaram Choudhary,50000000,VALID,341
MP341,C341,ST29,MAHIMA KUMARI MEWAR,Mahima Kumari Mewar,50000000,VALID,342
MP342,C342,ST29,MANJU SHARMA,Manju Sharma,50000000,VALID,343
MP343,C343,ST29,MANNA LAL RAWAT,Manna Lal Rawat,50000000,VALID,344
MP344,C344,ST29,MURLIDHAR MEENA,Murlidhar Meena,50000000,VALID,345
MP345,C345,ST29,OM BIRLA,Om Birla,50000000,VALID,346
MP346,C346,ST29,P P CHAUDHARY,P P Chaudhary,50000000,VALID,347
MP347,C347,ST29,RAHUL KASWAN,Rahul Kaswan,50000000,VALID,348
MP348,C348,ST29,RAJKUMAR ROAT,Rajkumar Roat,50000000,VALID,349
MP349,C349,ST29,SANJANA JATAV,Sanjana Jatav,50000000,VALID,350
MP350,C350,ST29,SUBHASH CHANDRA BAHERIA,Subhash Chandra Baheria,50000000,VALID,351
MP351,C351,ST29,UMMEDA RAM BENIWAL,Ummeda Ram Beniwal,50000000,VALID,352
MP352,C352,ST29,ARJUN RAM MEGHWAL,Arjun Ram Meghwal,50000000,VALID,353
MP353,C353,ST29,KULDEEP INDORA,Kuldeep Indora,50000000,VALID,354
MP354,C354,ST29,AMRA RAM,Amra Ram,50000000,VALID,355
MP355,C355,ST29,LALIT YADAV,Lalit Yadav,50000000,VALID,356
MP356,C356,ST29,DUSHYANT SINGH,Dushyant Singh,50000000,VALID,357
MP357,C357,ST30,INDRA HANG SUBBA,Indra Hang Subba,50000000,VALID,358
MP358,C358,ST31,A RAJA,A Raja,50000000,VALID,359
MP359,C359,ST31,C ROBERT BRUCE,C Robert Bruce,50000000,VALID,360
MP360,C360,ST31,DAYANIDHI MARAN,Dayanidhi Maran,50000000,VALID,361
MP361,C361,ST31,DURAIMURUGAN KATHIR ANAND,Duraimurugan Kathir Anand,50000000,VALID,362
MP362,C362,ST31,DURAI VAIKO,Durai Vaiko,50000000,VALID,363
MP363,C363,ST31,GANAPATHI RAJKUMAR,Ganapathi Rajkumar,50000000,VALID,364
MP364,C364,ST31,JOTHIMANI S,Jothimani S,50000000,VALID,365
MP365,C365,ST31,K SUDHAKARAN,K Sudhakaran,50000000,VALID,366
MP366,C366,ST31,KANIMOZHI KARUNANIDHI,Kanimozhi Karunanidhi,50000000,VALID,367
MP367,C367,ST31,KARTI P CHIDAMBARAM,Karti P Chidambaram,50000000,VALID,368
MP368,C368,ST31,MANICKAM TAGORE,Manickam Tagore,50000000,VALID,369
MP369,C369,ST31,NATARAJAN P R,Natarajan P R,50000000,VALID,370
MP370,C370,ST31,NAVASKANI K,Navaskani K,50000000,VALID,371
MP371,C371,ST31,P VELUSAMY,P Velusamy,50000000,VALID,372
MP372,C372,ST31,R GIRIRAJAN,R Girirajan,50000000,VALID,373
MP373,C373,ST31,R SACHITHANANDHAM,R Sachithanandham,50000000,VALID,374
MP374,C374,ST31,S JAGATHRAKSHAKAN,S Jagathrakshakan,50000000,VALID,375
MP375,C375,ST31,S JOTHIMANI,S Jothimani,50000000,VALID,376
MP376,C376,ST31,S SELVAGANAPATHI,S Selvaganapathi,50000000,VALID,377
MP377,C377,ST31,S VENKATESAN,S Venkatesan,50000000,VALID,378
MP378,C378,ST31,SASIKANTH SENTHIL,Sasikanth Senthil,50000000,VALID,379
MP379,C379,ST31,T R BAALU,T R Baalu,50000000,VALID,380
MP380,C380,ST31,TAMILACHI THANGAPANDIAN,Tamilachi Thangapandian,50000000,VALID,381
MP381,C381,ST31,THIRUMAVALAVAN THOL,Thirumavalavan Thol,50000000,VALID,382
MP382,C382,ST31,VIJAYAKUMAR ALIAS VIJAY VASANTH,Vijayakumar Alias Vijay Vasanth,50000000,VALID,383
MP383,C383,ST31,GOPINATH K,Gopinath K,50000000,VALID,384
MP384,C384,ST31,A MANI,A Mani,50000000,VALID,385
MP385,C385,ST31,K E PRAKASH,K E Prakash,50000000,VALID,386
MP386,C386,ST31,K SUBBARAYAN,K Subbarayan,50000000,VALID,387
MP387,C387,ST31,C N ANNADURAI,C N Annadurai,50000000,VALID,388
MP388,C388,ST31,D M KATHIR ANAND,D M Kathir Anand,50000000,VALID,389
MP389,C389,ST31,MALAIYARASAN D,Malaiyarasan D,50000000,VALID,390
MP390,C390,ST31,R DHARANIDHARAN,R Dharanidharan,50000000,VALID,391
MP391,C391,ST31,SU THIRUNAVUKKARASAR,Su Thirunavukkarasar,50000000,VALID,392
MP392,C392,ST31,M K VISHNUPRASAD,M K Vishnuprasad,50000000,VALID,393
MP393,C393,ST31,MURASOLI S,Murasoli S,50000000,VALID,394
MP394,C394,ST31,R SUDHA,R Sudha,50000000,VALID,395
MP395,C395,ST31,V SELVARAJ,V Selvaraj,50000000,VALID,396
MP396,C396,ST31,RAVIKUMAR D,Ravikumar D,50000000,VALID,397
MP397,C397,ST32,ASADUDDIN OWAISI,Asaduddin Owaisi,50000000,VALID,398
MP398,C398,ST32,BANDI SANJAY KUMAR,Bandi Sanjay Kumar,50000000,VALID,399
MP399,C399,ST32,CHAMALA KIRAN KUMAR REDDY,Chamala Kiran Kumar Reddy,50000000,VALID,400
MP400,C400,ST32,D K ARUNA,D K Aruna,50000000,VALID,401
MP401,C401,ST32,DHANASARI ANASUYA SEETHAKKA,Dhanasari Anasuya Seethakka,50000000,VALID,402
MP402,C402,ST32,ETELA RAJENDER,Etela Rajender,50000000,VALID,403
MP403,C403,ST32,G KISHAN REDDY,G Kishan Reddy,50000000,VALID,404
MP404,C404,ST32,KADIYAM KAVYA,Kadiyam Kavya,50000000,VALID,405
MP405,C405,ST32,KONDA VISHWESHWAR REDDY,Konda Vishweshwar Reddy,50000000,VALID,406
MP406,C406,ST32,KUNDURU RAGHUVEER,Kunduru Raghuveer,50000000,VALID,407
MP407,C407,ST32,M MALLIKARJUN GOUD,M Mallikarjun Goud,50000000,VALID,408
MP408,C408,ST32,PORIKA BALRAM NAIK,Porika Balram Naik,50000000,VALID,409
MP409,C409,ST32,RAGHURAM REDDY,Raghuram Reddy,50000000,VALID,410
MP410,C410,ST32,RAMASAHAYAM RAGHURAM REDDY,Ramasahayam Raghuram Reddy,50000000,VALID,411
MP411,C411,ST32,G NAGESH,G Nagesh,50000000,VALID,412
MP412,C412,ST32,G VAMSHI KRISHNA,G Vamshi Krishna,50000000,VALID,413
MP413,C413,ST32,ARVIND DHARMAPURI,Arvind Dharmapuri,50000000,VALID,414
MP414,C414,ST33,BIROB ROY DEBBARMA,Birob Roy Debbarma,50000000,VALID,415
MP415,C415,ST33,BIPLAB KUMAR DEB,Biplab Kumar Deb,50000000,VALID,416
MP416,C416,ST34,AFZAL ANSARI,Afzal Ansari,50000000,VALID,417
MP417,C417,ST34,AJAY RAI,Ajay Rai,50000000,VALID,418
MP418,C418,ST34,AKHILESH YADAV,Akhilesh Yadav,50000000,VALID,419
MP419,C419,ST34,ANAND BHADAURIYA,Anand Bhadauriya,50000000,VALID,420
MP420,C420,ST34,ANUPRIYA PATEL,Anupriya Patel,50000000,VALID,421
MP421,C421,ST34,ANURAG PANDEY,Anurag Pandey,50000000,VALID,422
MP422,C422,ST34,ARUN GOVIL,Arun Govil,50000000,VALID,423
MP423,C423,ST34,AWADHESH PRASAD,Awadhesh Prasad,50000000,VALID,424
MP424,C424,ST34,BABU SINGH KUSHWAHA,Babu Singh Kushwaha,50000000,VALID,425
MP425,C425,ST34,CHANDRASHEKHAR AZAD,Chandrashekhar Azad,50000000,VALID,426
MP426,C426,ST34,CHHOTELAL KHARWAR,Chhotelal Kharwar,50000000,VALID,427
MP427,C427,ST34,DEVENDRA SINGH BHOLE,Devendra Singh Bhole,50000000,VALID,428
MP428,C428,ST34,DHARMENDRA YADAV,Dharmendra Yadav,50000000,VALID,429
MP429,C429,ST34,DIMPLE YADAV,Dimple Yadav,50000000,VALID,430
MP430,C430,ST34,DINESH PRATAP SINGH,Dinesh Pratap Singh,50000000,VALID,431
MP431,C431,ST34,HEMA MALINI,Hema Malini,50000000,VALID,432
MP432,C432,ST34,IMRAN MASOOD,Imran Masood,50000000,VALID,433
MP433,C433,ST34,IQRA HASAN,Iqra Hasan,50000000,VALID,434
MP434,C434,ST34,JAGDAMBIKA PAL,Jagdambika Pal,50000000,VALID,435
MP435,C435,ST34,JAIVEER SINGH,Jaiveer Singh,50000000,VALID,436
MP436,C436,ST34,JITIN PRASADA,Jitin Prasada,50000000,VALID,437
MP437,C437,ST34,KAMLESH PASWAN,Kamlesh Paswan,50000000,VALID,438
MP438,C438,ST34,KANWAR SINGH TANWAR,Kanwar Singh Tanwar,50000000,VALID,439
MP439,C439,ST34,KIRANVEER SINGH,Kiranveer Singh,50000000,VALID,440
MP440,C440,ST34,KISHORI LAL SHARMA,Kishori Lal Sharma,50000000,VALID,441
MP441,C441,ST34,LALJI VERMA,Lalji Verma,50000000,VALID,442
MP442,C442,ST34,MAHESH SHARMA,Mahesh Sharma,50000000,VALID,443
MP443,C443,ST34,MANEKA GANDHI,Maneka Gandhi,50000000,VALID,444
MP444,C444,ST34,MANOJ KUMAR TIWARI,Manoj Kumar Tiwari,50000000,VALID,445
MP445,C445,ST34,MOHAMMAD AZAM KHAN,Mohammad Azam Khan,50000000,VALID,446
MP446,C446,ST34,MOHIBULLAH NADVI,Mohibullah Nadvi,50000000,VALID,447
MP447,C447,ST34,MUKESH RAJPOOT,Mukesh Rajpoot,50000000,VALID,448
MP448,C448,ST34,NARENDRA MODI,Narendra Modi,50000000,VALID,449
MP449,C449,ST34,NEERAJ SHEKHAR,Neeraj Shekhar,50000000,VALID,450
MP450,C450,ST34,PRAVEEN PATEL,Praveen Patel,50000000,VALID,451
MP451,C451,ST34,PUSHPENDRA SAROJ,Pushpendra Saroj,50000000,VALID,452
MP452,C452,ST34,RADHEY SHYAM BHARGAVA,Radhey Shyam Bhargava,50000000,VALID,453
MP453,C453,ST34,RAHUL GANDHI,Rahul Gandhi,50000000,VALID,454
MP454,C454,ST34,RAJ BABBAR,Raj Babbar,50000000,VALID,455
MP455,C455,ST34,RAJNATH SINGH,Rajnath Singh,50000000,VALID,456
MP456,C456,ST34,RAJVEER SINGH,Rajveer Singh,50000000,VALID,457
MP457,C457,ST34,RAM BHAWAN NISHAD,Ram Bhawan Nishad,50000000,VALID,458
MP458,C458,ST34,RAM SHANKAR KATHERIA,Ram Shankar Katheria,50000000,VALID,459
MP459,C459,ST34,RAM PRASAD CHAUDHARY,Ram Prasad Chaudhary,50000000,VALID,460
MP460,C460,ST34,RAMESH CHAND BIND,Ramesh Chand Bind,50000000,VALID,461
MP461,C461,ST34,RAVI KISHAN,Ravi Kishan,50000000,VALID,462
MP462,C462,ST34,RUCHI VIRA,Ruchi Vira,50000000,VALID,463
MP463,C463,ST34,SACHINDRA PRATAP SINGH,Sachindra Pratap Singh,50000000,VALID,464
MP464,C464,ST34,SANJEEV BALYAN,Sanjeev Balyan,50000000,VALID,465
MP465,C465,ST34,SATISH KUMAR GAUTAM,Satish Kumar Gautam,50000000,VALID,466
MP466,C466,ST34,SHIVPAL SINGH YADAV,Shivpal Singh Yadav,50000000,VALID,467
MP467,C467,ST34,SMITA SINGH,Smita Singh,50000000,VALID,468
MP468,C468,ST34,SONELAL PATEL,Sonelal Patel,50000000,VALID,469
MP469,C469,ST34,SUBHASH PATEL,Subhash Patel,50000000,VALID,470
MP470,C470,ST34,TANUJ PUNIA,Tanuj Punia,50000000,VALID,471
MP471,C471,ST34,UTKARSH VERMA,Utkarsh Verma,50000000,VALID,472
MP472,C472,ST34,VINOD KUMAR BIND,Vinod Kumar Bind,50000000,VALID,473
MP473,C473,ST34,VIRENDRA SINGH,Virendra Singh,50000000,VALID,474
MP474,C474,ST34,VISHAL VERMA,Vishal Verma,50000000,VALID,475
MP475,C475,ST34,ZIA UR REHMAN BARQ,Zia Ur Rehman Barq,50000000,VALID,476
MP476,C476,ST34,HARENDRA SINGH MALIK,Harendra Singh Malik,50000000,VALID,477
MP477,C477,ST34,ATUL PRADHAN,Atul Pradhan,50000000,VALID,478
MP478,C478,ST34,CHANDAN CHAUHAN,Chandan Chauhan,50000000,VALID,479
MP479,C479,ST34,RAJESH VERMA,Rajesh Verma,50000000,VALID,480
MP480,C480,ST34,JAI PRAKASH RAWAT,Jai Prakash Rawat,50000000,VALID,481
MP481,C481,ST34,ASHOK KUMAR RAWAT,Ashok Kumar Rawat,50000000,VALID,482
MP482,C482,ST34,SAKSHI MAHARAJ,Sakshi Maharaj,50000000,VALID,483
MP483,C483,ST34,S P SINGH BAGHEL,S P Singh Baghel,50000000,VALID,484
MP484,C484,ST34,ANURAG SHARMA,Anurag Sharma,50000000,VALID,485
MP485,C485,ST34,KRISHNA PATEL,Krishna Patel,50000000,VALID,486
MP486,C486,ST34,KIRAN PAL SINGH,Kiran Pal Singh,50000000,VALID,487
MP487,C487,ST34,BHOLA SINGH,Bhola Singh,50000000,VALID,488
MP488,C488,ST34,RAMESH AWASTHI,Ramesh Awasthi,50000000,VALID,489
MP489,C489,ST34,NARESH UTTAM PATEL,Naresh Uttam Patel,50000000,VALID,490
MP490,C490,ST34,UJJWAL RAMAN SINGH,Ujjwal Raman Singh,50000000,VALID,491
MP491,C491,ST34,KESHAV PRASAD MAURYA,Keshav Prasad Maurya,50000000,VALID,492
MP492,C492,ST34,R K SINGH PATEL,R K Singh Patel,50000000,VALID,493
MP493,C493,ST34,SHRAWAN KUMAR NISHAD,Shrawan Kumar Nishad,50000000,VALID,494
MP494,C494,ST34,LAXMIKANT BAJPAI,Laxmikant Bajpai,50000000,VALID,495
MP495,C495,ST34,VIJAY KUMAR DUBEY,Vijay Kumar Dubey,50000000,VALID,496
MP496,C496,ST34,SHASHANK MANI TRIPATHI,Shashank Mani Tripathi,50000000,VALID,497
MP497,C497,ST34,SANATAN PANDEY,Sanatan Pandey,50000000,VALID,498
MP498,C498,ST34,SADAL PRASAD,Sadal Prasad,50000000,VALID,499
MP499,C499,ST34,DINESH LAL YADAV NIRAHUA,Dinesh Lal Yadav Nirahua,50000000,VALID,500
MP500,C500,ST34,DAROGA PRASAD SAROJ,Daroga Prasad Saroj,50000000,VALID,501
MP501,C501,ST34,PRIYA SAROJ,Priya Saroj,50000000,VALID,502
MP502,C502,ST34,BRIJ BHUSHAN SHARAN SINGH,Brij Bhushan Sharan Singh,50000000,VALID,503
MP503,C503,ST34,KARAN BHUSHAN SINGH,Karan Bhushan Singh,50000000,VALID,504
MP504,C504,ST34,ANAND SEN YADAV,Anand Sen Yadav,50000000,VALID,505
MP505,C505,ST34,PRASHANT KISHORE,Prashant Kishore,50000000,VALID,506
MP506,C506,ST34,KIRTI VARDHAN SINGH,Kirti Vardhan Singh,50000000,VALID,507
MP507,C507,ST34,RAM SHIROMANI VERMA,Ram Shiromani Verma,50000000,VALID,508
MP508,C508,ST34,ANAND MOHAN,Anand Mohan,50000000,VALID,509
MP509,C509,ST35,AJAY BHATT,Ajay Bhatt,50000000,VALID,510
MP510,C510,ST35,AJAY TAMTA,Ajay Tamta,50000000,VALID,511
MP511,C511,ST35,ANIL BALUNI,Anil Baluni,50000000,VALID,512
MP512,C512,ST35,MALARAJYA LAXMI SHAH,Malarajya Laxmi Shah,50000000,VALID,513
MP513,C513,ST35,TRIVENDRA SINGH RAWAT,Trivendra Singh Rawat,50000000,VALID,514
MP514,C514,ST36,ABHISHEK BANERJEE,Abhishek Banerjee,50000000,VALID,515
MP515,C515,ST36,ADHIR RANJAN CHOWDHURY,Adhir Ranjan Chowdhury,50000000,VALID,516
MP516,C516,ST36,ANUPAM HAZRA,Anupam Hazra,50000000,VALID,517
MP517,C517,ST36,ARUN BHARATI,Arun Bharati,50000000,VALID,518
MP518,C518,ST36,ASIT KUMAR MAL,Asit Kumar Mal,50000000,VALID,519
MP519,C519,ST36,DEEPAK ADHIKARI (DEV),Deepak Adhikari (dev),50000000,VALID,520
MP520,C520,ST36,DILIP GHOSH,Dilip Ghosh,50000000,VALID,521
MP521,C521,ST36,JAGANNATH SARKAR,Jagannath Sarkar,50000000,VALID,522
MP522,C522,ST36,JYOTIRMAY SINGH MAHATO,Jyotirmay Singh Mahato,50000000,VALID,523
MP523,C523,ST36,KALYAN BANERJEE,Kalyan Banerjee,50000000,VALID,524
MP524,C524,ST36,KHALILUR RAHMAN,Khalilur Rahman,50000000,VALID,525
MP525,C525,ST36,KHAGEN MURMU,Khagen Murmu,50000000,VALID,526
MP526,C526,ST36,MAHUA MOITRA,Mahua Moitra,50000000,VALID,527
MP527,C527,ST36,MALATY RAJBHAR,Malaty Rajbhar,50000000,VALID,528
MP528,C528,ST36,NISITH PRAMANIK,Nisith Pramanik,50000000,VALID,529
MP529,C529,ST36,PRATIMA BHOUMIK,Pratima Bhoumik,50000000,VALID,530
MP530,C530,ST36,PRASUN BANERJEE,Prasun Banerjee,50000000,VALID,531
MP531,C531,ST36,RAJU BISTA,Raju Bista,50000000,VALID,532
MP532,C532,ST36,SACHIN PILOT,Sachin Pilot,50000000,VALID,533
MP533,C533,ST36,SATABDI ROY,Satabdi Roy,50000000,VALID,534
MP534,C534,ST36,SAUMITRA KHAN,Saumitra Khan,50000000,VALID,535
MP535,C535,ST36,SAYANI GHOSH,Sayani Ghosh,50000000,VALID,536
MP536,C536,ST36,SHANTANU THAKUR,Shantanu Thakur,50000000,VALID,537
MP537,C537,ST36,SHATRU GHAN PRASAD SINHA,Shatru Ghan Prasad Sinha,50000000,VALID,538
MP538,C538,ST36,SUKANTA MAJUMDAR,Sukanta Majumdar,50000000,VALID,539
MP539,C539,ST36,SUDIP BANDYOPADHYAY,Sudip Bandyopadhyay,50000000,VALID,540
MP540,C540,ST36,SUGATA BOSE,Sugata Bose,50000000,VALID,541
MP541,C541,ST36,YUSUF PATHAN,Yusuf Pathan,50000000,VALID,542
MP542,C542,ST36,PARTHA BHOWMICK,Partha Bhowmick,50000000,VALID,543
MP543,C543,ST36,KIRTIAZAD,Kirtiazad,50000000,VALID,544
