ia_id,name,normalized_name,agency_type,state_id,projects_count,total_budget_handled,hhi_score,average_risk_score
IA219,Telangana DRDA Executive Division,Telangana DRDA Executive Division,DRDA,ST32,47,216900000,203,0
IA220,Telangana MUNICIPAL Executive Division,Telangana MUNICIPAL Executive Division,MUNICIPAL,ST32,50,262970000,298,0
IA221,Telangana PHED Executive Division,Telangana PHED Executive Division,PHED,ST32,34,153020000,101,0
IA222,Telangana ZILLA_PARISHAD Executive Division,Telangana ZILLA_PARISHAD Executive Division,ZILLA_PARISHAD,ST32,44,199460000,172,0
IA223,Telangana ELECTRICITY Executive Division,Telangana ELECTRICITY Executive Division,ELECTRICITY,ST32,61,269430000,313,0
IA224,Telangana IRRIGATION Executive Division,Telangana IRRIGATION Executive Division,IRRIGATION,ST32,46,185730000,149,0
IA225,Tripura PWD Executive Division,Tripura PWD Executive Division,PWD,ST33,2,12090000,40,0
IA226,Tripura DRDA Executive Division,Tripura DRDA Executive Division,DRDA,ST33,7,32830000,294,0
IA227,Tripura MUNICIPAL Executive Division,Tripura MUNICIPAL Executive Division,MUNICIPAL,ST33,4,23780000,154,0
IA228,Tripura PHED Executive Division,Tripura PHED Executive Division,PHED,ST33,5,17290000,82,0
IA229,Tripura ZILLA_PARISHAD Executive Division,Tripura ZILLA_PARISHAD Executive Division,ZILLA_PARISHAD,ST33,5,20690000,117,0
IA230,Tripura ELECTRICITY Executive Division,Tripura ELECTRICITY Executive Division,ELECTRICITY,ST33,10,49470000,669,0
IA231,Tripura IRRIGATION Executive Division,Tripura IRRIGATION Executive Division,IRRIGATION,ST33,6,35180000,338,0
IA232,Uttar Pradesh PWD Executive Division,Uttar Pradesh PWD Executive Division,PWD,ST34,273,1248760000,216,0
IA233,Uttar Pradesh DRDA Executive Division,Uttar Pradesh DRDA Executive Division,DRDA,ST34,289,1321630000,242,0
IA234,Uttar Pradesh MUNICIPAL Executive Division,Uttar Pradesh MUNICIPAL Executive Division,MUNICIPAL,ST34,255,1285380000,229,0
IA235,Uttar Pradesh PHED Executive Division,Uttar Pradesh PHED Executive Division,PHED,ST34,244,1124940000,175,0
IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,Uttar Pradesh ZILLA_PARISHAD Executive Division,ZILLA_PARISHAD,ST34,223,1181120000,193,0
IA237,Uttar Pradesh ELECTRICITY Executive Division,Uttar Pradesh ELECTRICITY Executive Division,ELECTRICITY,ST34,253,1171650000,190,0
IA238,Uttar Pradesh IRRIGATION Executive Division,Uttar Pradesh IRRIGATION Executive Division,IRRIGATION,ST34,222,1161810000,187,0
IA239,Uttarakhand PWD Executive Division,Uttarakhand PWD Executive Division,PWD,ST35,12,60280000,147,0
IA240,Uttarakhand DRDA Executive Division,Uttarakhand DRDA Executive Division,DRDA,ST35,18,88230000,314,0
IA241,Uttarakhand MUNICIPAL Executive Division,Uttarakhand MUNICIPAL Executive Division,MUNICIPAL,ST35,12,84920000,291,0
IA242,Uttarakhand PHED Executive Division,Uttarakhand PHED Executive Division,PHED,ST35,15,67420000,183,0
IA243,Uttarakhand ZILLA_PARISHAD Executive Division,Uttarakhand ZILLA_PARISHAD Executive Division,ZILLA_PARISHAD,ST35,15,71740000,208,0
IA244,Uttarakhand ELECTRICITY Executive Division,Uttarakhand ELECTRICITY Executive Division,ELECTRICITY,ST35,19,86610000,303,0
IA245,Uttarakhand IRRIGATION Executive Division,Uttarakhand IRRIGATION Executive Division,IRRIGATION,ST35,9,38670000,60,0
IA246,West Bengal PWD Executive Division,West Bengal PWD Executive Division,PWD,ST36,33,155890000,137,0
IA247,West Bengal DRDA Executive Division,West Bengal DRDA Executive Division,DRDA,ST36,37,175730000,175,0
IA248,West Bengal MUNICIPAL Executive Division,West Bengal MUNICIPAL Executive Division,MUNICIPAL,ST36,49,208300000,245,0
IA249,West Bengal PHED Executive Division,West Bengal PHED Executive Division,PHED,ST36,48,244740000,339,0
IA250,West Bengal ZILLA_PARISHAD Executive Division,West Bengal ZILLA_PARISHAD Executive Division,ZILLA_PARISHAD,ST36,31,142900000,115,0
IA251,West Bengal ELECTRICITY Executive Division,West Bengal ELECTRICITY Executive Division,ELECTRICITY,ST36,41,214840000,261,0
IA252,West Bengal IRRIGATION Executive Division,West Bengal IRRIGATION Executive Division,IRRIGATION,ST36,44,187560000,199,0
