project_id,project_name,description,category,state_id,state_name,district_id,district_name,constituency_id,constituency_name,mp_id,mp_name,ia_id,ia_name,sanction_amount,sanction_date,start_date,expected_completion_date,actual_completion_date,physical_progress,financial_progress,status,latitude,longitude,address,gps_accuracy_meters,record_source,synthetic_scenario,source_file,source_row,synthetic_seed,risk_overall_score,risk_level,risk_financial,risk_timeline,risk_compliance,risk_ia,risk_geo,risk_evidence,risk_reasons,flags_count
P12601,Bridge & Culvert - Govindpur Ward 14,Reconstruction of dilapidated Box Culvert and approach link at Govindpur Ward 14.,Bridge & Culvert,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA082,Haryana ZILLA_PARISHAD Executive Division,6080000,2026-09-05,2026-10-03,2027-06-24,,37,44,IN_PROGRESS,28.8912,76.1894,"Govindpur Ward 14, Haryana",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,139,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12602,Community Hall & Social Asset - Maharajpur Ward 9,Construction of multipurpose community welfare hall and cultural stage at Maharajpur Ward 9.,Community Hall & Social Asset,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA082,Haryana ZILLA_PARISHAD Executive Division,4920000,2025-12-15,2026-01-25,2027-01-21,,16,86,IN_PROGRESS,28.9427,76.0752,"Maharajpur Ward 9, Haryana",10,SYNTHETIC,PAYMENT_PROGRESS_MISMATCH,Allocated Limit for Honble MPs.csv,139,26102,0.42,MEDIUM,0.88,0.12,0.1,0.14,0.08,0.85,Disproportionate financial disbursement (86%) vs physical ground execution (16%),1
P12603,Drainage & Sewerage - Sundarnagar Ward 6,Construction of underground drainage network and silt chamber in Sundarnagar Ward 6.,Drainage & Sewerage,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA080,Haryana MUNICIPAL Executive Division,3780000,2025-04-16,2025-05-28,2025-11-26,2025-11-26,100,100,COMPLETED,29.4859,76.4802,"Sundarnagar Ward 6, Haryana",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,139,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12604,Bridge & Culvert - Rajendra Nagar Ward 15,Reconstruction of dilapidated Box Culvert and approach link at Rajendra Nagar Ward 15.,Bridge & Culvert,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA079,Haryana DRDA Executive Division,6790000,2024-06-11,2024-07-15,2025-04-29,2025-04-29,100,100,COMPLETED,29.1771,76.1582,"Rajendra Nagar Ward 15, Haryana",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,139,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12605,Sports & Youth Facility - Govindpur Ward 12,Development of rural sports stadium with running track and open gym at Govindpur Ward 12.,Sports & Youth Facility,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA083,Haryana ELECTRICITY Executive Division,1770000,2024-11-09,2024-12-23,2025-11-06,,37,35,IN_PROGRESS,29.1427,76.1546,"Govindpur Ward 12, Haryana",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,139,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12606,Public Solar & Street Lighting - Mohanpur Ward 14,Solar electrification of public facilities and market junction at Mohanpur Ward 14.,Public Solar & Street Lighting,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA079,Haryana DRDA Executive Division,6250000,2024-06-07,2024-07-14,2025-03-26,,70,65,IN_PROGRESS,29.17,76.302,"Mohanpur Ward 14, Haryana",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,139,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12607,Road & Transport - Bhimpur Ward 3,Construction and blacktopping of CC road from Bhimpur Ward 3 to Mohanpur Chowk in RAO INDERJIT SINGH.,Road & Transport,ST12,Haryana,D130,Gurgaon,C138,Gurgaon,MP138,Rao Inderjit Singh,IA078,Haryana PWD Executive Division,2770000,2024-11-17,2024-12-24,2025-07-13,,42,48,STALLED,28.7206,75.9781,"Bhimpur Ward 3, Haryana",9,SYNTHETIC,TIMELINE_DELAY_ANOMALY,Allocated Limit for Honble MPs.csv,139,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12608,Drainage & Sewerage - Kalyanpur Ward 12,Construction of storm water pucca RCC covered drainage system along main bazaar in Kalyanpur Ward 12.,Drainage & Sewerage,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA084,Haryana IRRIGATION Executive Division,7270000,2026-05-08,2026-06-02,2026-12-29,,75,78,IN_PROGRESS,29.2814,76.2865,"Kalyanpur Ward 12, Haryana",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12609,Drinking Water Supply - Subhash Nagar Ward 4,Laying of drinking water pipeline network with solar-powered pump set in Subhash Nagar Ward 4.,Drinking Water Supply,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA079,Haryana DRDA Executive Division,1750000,2025-02-23,2025-04-02,2026-04-26,,40,47,IN_PROGRESS,29.2562,76.0033,"Subhash Nagar Ward 4, Haryana",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12610,School & Educational Infra - Sultanpur Ward 15,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Sultanpur Ward 15.",School & Educational Infra,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA079,Haryana DRDA Executive Division,6710000,2026-12-01,2027-01-09,2027-10-09,2027-10-09,100,100,COMPLETED,29.4853,75.6724,"Sultanpur Ward 15, Haryana",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12611,Primary Health Centre & Hospital - Sultanpur Ward 15,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Sultanpur Ward 15.,Primary Health Centre & Hospital,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA084,Haryana IRRIGATION Executive Division,5980000,2024-10-21,2024-11-19,2025-08-04,,0,0,NOT_STARTED,29.2091,76.5247,"Sultanpur Ward 15, Haryana",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12612,Drinking Water Supply - Govindpur Ward 5,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Govindpur Ward 5.",Drinking Water Supply,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA080,Haryana MUNICIPAL Executive Division,6300000,2025-07-02,2025-08-04,2026-08-24,,73,76,IN_PROGRESS,29.1401,76.0179,"Govindpur Ward 5, Haryana",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12613,Primary Health Centre & Hospital - Nehru Nagar Ward 10,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Nehru Nagar Ward 10.,Primary Health Centre & Hospital,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA080,Haryana MUNICIPAL Executive Division,2520000,2025-04-15,2025-05-03,2025-12-14,,26,25,IN_PROGRESS,29.3255,75.6731,"Nehru Nagar Ward 10, Haryana",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12614,Drainage & Sewerage - Devipur Ward 15,Construction of storm water pucca RCC covered drainage system along main bazaar in Devipur Ward 15.,Drainage & Sewerage,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA082,Haryana ZILLA_PARISHAD Executive Division,6160000,2024-07-25,2024-08-12,2025-05-25,2025-05-25,100,100,COMPLETED,28.8218,76.3402,"Devipur Ward 15, Haryana",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12615,School & Educational Infra - Sitarampur Ward 9,Construction of 4 additional smart classrooms and science laboratory at Govt High School Sitarampur Ward 9.,School & Educational Infra,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA078,Haryana PWD Executive Division,4310000,2026-09-04,2026-10-07,2027-07-20,,52,54,IN_PROGRESS,28.7084,75.6604,"Sitarampur Ward 9, Haryana",9,SYNTHETIC,IA_CONCENTRATION_ANOMALY,Allocated Limit for Honble MPs.csv,140,26102,0.23,LOW,0.15,0.12,0.1,0.85,0.08,0.1,High contractor/agency concentration risk detected for Haryana PWD Executive Division,1
P12616,School & Educational Infra - Devipur Ward 11,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Devipur Ward 11.",School & Educational Infra,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA084,Haryana IRRIGATION Executive Division,3780000,2026-01-01,2026-02-10,2026-08-13,,82,80,IN_PROGRESS,29.2601,76.1738,"Devipur Ward 11, Haryana",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12617,Drinking Water Supply - Patel Chowk Ward 9,Laying of drinking water pipeline network with solar-powered pump set in Patel Chowk Ward 9.,Drinking Water Supply,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA078,Haryana PWD Executive Division,3980000,2025-10-03,2025-10-21,2026-08-16,2026-08-16,100,100,COMPLETED,29.2596,76.2601,"Patel Chowk Ward 9, Haryana",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12618,Bridge & Culvert - Vivekananda Pally Ward 12,Reconstruction of dilapidated Box Culvert and approach link at Vivekananda Pally Ward 12.,Bridge & Culvert,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA081,Haryana PHED Executive Division,6360000,2025-04-17,2025-05-25,2025-12-09,,21,18,IN_PROGRESS,29.4057,76.2037,"Vivekananda Pally Ward 12, Haryana",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12619,Sports & Youth Facility - Gopalpur Ward 15,Development of rural sports stadium with running track and open gym at Gopalpur Ward 15.,Sports & Youth Facility,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA082,Haryana ZILLA_PARISHAD Executive Division,1760000,2024-09-11,2024-10-08,2025-05-25,2025-05-25,100,100,COMPLETED,29.2603,76.1292,"Gopalpur Ward 15, Haryana",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12620,Community Hall & Social Asset - Sitarampur Ward 15,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Sitarampur Ward 15.,Community Hall & Social Asset,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA081,Haryana PHED Executive Division,5090000,2024-04-25,2024-05-24,2025-02-20,2025-02-20,100,100,COMPLETED,29.1835,75.8225,"Sitarampur Ward 15, Haryana",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12621,Sanitation Complex - Shanti Nagar Ward 15,Construction of public bio-toilets and modern wash facility near bus stand Shanti Nagar Ward 15.,Sanitation Complex,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA080,Haryana MUNICIPAL Executive Division,2070000,2024-02-22,2024-03-30,2024-11-11,,28,42,STALLED,29.4369,76.2346,"Shanti Nagar Ward 15, Haryana",10,SYNTHETIC,TIMELINE_DELAY_ANOMALY,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12622,Drinking Water Supply - Rampur Ward 12,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Rampur Ward 12.",Drinking Water Supply,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA083,Haryana ELECTRICITY Executive Division,6300000,2025-09-03,2025-10-16,2026-04-20,,85,80,IN_PROGRESS,29.151,75.7605,"Rampur Ward 12, Haryana",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12623,Drinking Water Supply - Shanti Nagar Ward 6,Laying of drinking water pipeline network with solar-powered pump set in Shanti Nagar Ward 6.,Drinking Water Supply,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA082,Haryana ZILLA_PARISHAD Executive Division,6530000,2024-03-10,2024-04-06,2025-01-20,,31,34,IN_PROGRESS,29.363,76.4117,"Shanti Nagar Ward 6, Haryana",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12624,Primary Health Centre & Hospital - Devipur Ward 10,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Devipur Ward 10.,Primary Health Centre & Hospital,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA080,Haryana MUNICIPAL Executive Division,4330000,2024-09-16,2024-10-20,2025-08-01,,55,50,IN_PROGRESS,28.6133,75.9071,"Devipur Ward 10, Haryana",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12625,Public Solar & Street Lighting - Sundarnagar Ward 15,Solar electrification of public facilities and market junction at Sundarnagar Ward 15.,Public Solar & Street Lighting,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA083,Haryana ELECTRICITY Executive Division,4610000,2026-02-18,2026-03-09,2027-04-01,,61,60,IN_PROGRESS,29.3614,76.4254,"Sundarnagar Ward 15, Haryana",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12626,School & Educational Infra - Haripur Ward 5,Construction of 4 additional smart classrooms and science laboratory at Govt High School Haripur Ward 5.,School & Educational Infra,ST12,Haryana,D131,Sonipat,C139,Sonipat,MP139,Satpal Brahmachari,IA083,Haryana ELECTRICITY Executive Division,6870000,2025-07-13,2025-08-24,2026-07-27,,44,44,IN_PROGRESS,28.8324,76.0916,"Haripur Ward 5, Haryana",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,140,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12627,Bridge & Culvert - Bhimpur Ward 6,Construction of RCC High Level Bridge across local stream at Bhimpur Ward 6.,Bridge & Culvert,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA081,Haryana PHED Executive Division,1820000,2026-11-22,2026-12-29,2027-11-28,2027-11-28,100,100,COMPLETED,28.8071,75.7782,"Bhimpur Ward 6, Haryana",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12628,Drinking Water Supply - Devipur Ward 11,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Devipur Ward 11.",Drinking Water Supply,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA080,Haryana MUNICIPAL Executive Division,2020000,2026-12-20,2027-02-02,2028-02-27,,59,60,IN_PROGRESS,29.1409,75.8123,"Devipur Ward 11, Haryana",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12629,Community Hall & Social Asset - Shivpur Ward 15,Construction of multipurpose community welfare hall and cultural stage at Shivpur Ward 15.,Community Hall & Social Asset,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA079,Haryana DRDA Executive Division,5550000,2025-07-17,2025-08-11,2026-02-10,,52,48,IN_PROGRESS,29.4008,76.134,"Shivpur Ward 15, Haryana",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12630,Irrigation & Check Dam - Bhimpur Ward 15,Lift irrigation scheme with pipeline network for marginal farmers in Bhimpur Ward 15.,Irrigation & Check Dam,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA078,Haryana PWD Executive Division,5890000,2026-06-12,2026-07-19,2027-09-10,2027-09-10,100,100,COMPLETED,29.3661,75.6726,"Bhimpur Ward 15, Haryana",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12631,Community Hall & Social Asset - Gopalpur Ward 11,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Gopalpur Ward 11.,Community Hall & Social Asset,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA083,Haryana ELECTRICITY Executive Division,2560000,2026-10-28,2026-11-13,2027-10-30,2027-10-30,100,100,COMPLETED,29.0982,75.7333,"Gopalpur Ward 11, Haryana",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12632,Irrigation & Check Dam - Sitarampur Ward 1,Lift irrigation scheme with pipeline network for marginal farmers in Sitarampur Ward 1.,Irrigation & Check Dam,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA081,Haryana PHED Executive Division,7040000,2024-04-09,2024-05-01,2024-11-21,,54,51,IN_PROGRESS,29.2682,76.0368,"Sitarampur Ward 1, Haryana",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P12633,Drainage & Sewerage - Haripur Ward 14,Construction of underground drainage network and silt chamber in Haripur Ward 14.,Drainage & Sewerage,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA083,Haryana ELECTRICITY Executive Division,6840000,2026-01-08,2026-01-29,2026-08-13,,65,65,IN_PROGRESS,28.9698,76.3002,"Haripur Ward 14, Haryana",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12634,Bridge & Culvert - Sundarnagar Ward 6,Reconstruction of dilapidated Box Culvert and approach link at Sundarnagar Ward 6.,Bridge & Culvert,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA083,Haryana ELECTRICITY Executive Division,6270000,2026-11-15,2026-12-03,2028-01-20,,50,52,IN_PROGRESS,28.611,75.8306,"Sundarnagar Ward 6, Haryana",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12635,Sanitation Complex - Fatehpur Ward 10,Construction of Community Sanitary Complex (CSC) with running water facility at Fatehpur Ward 10.,Sanitation Complex,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA084,Haryana IRRIGATION Executive Division,4980000,2026-02-12,2026-03-24,2026-11-25,,73,79,IN_PROGRESS,29.3487,75.7634,"Fatehpur Ward 10, Haryana",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12636,School & Educational Infra - Patel Chowk Ward 9,Construction of 4 additional smart classrooms and science laboratory at Govt High School Patel Chowk Ward 9.,School & Educational Infra,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA078,Haryana PWD Executive Division,6960000,2025-04-15,2025-05-30,2026-02-28,,73,77,IN_PROGRESS,28.6724,76.0651,"Patel Chowk Ward 9, Haryana",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12637,Road & Transport - Mohanpur Ward 7,Laying of interlocking paver block road and side drains near Mohanpur Ward 7.,Road & Transport,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA078,Haryana PWD Executive Division,4860000,2025-04-04,2025-04-29,2026-05-23,2026-05-23,100,100,COMPLETED,29.2129,75.8341,"Mohanpur Ward 7, Haryana",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12638,Sports & Youth Facility - Chandpur Ward 11,Construction of indoor badminton court and youth club building in Chandpur Ward 11.,Sports & Youth Facility,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA082,Haryana ZILLA_PARISHAD Executive Division,4060000,2025-03-25,2025-04-21,2026-05-31,,78,77,IN_PROGRESS,28.9967,75.9181,"Chandpur Ward 11, Haryana",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12639,Sanitation Complex - Rampur Ward 10,Construction of Community Sanitary Complex (CSC) with running water facility at Rampur Ward 10.,Sanitation Complex,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA078,Haryana PWD Executive Division,4890000,2025-08-26,2025-09-21,2026-08-15,2026-08-15,100,100,COMPLETED,29.1067,76.0899,"Rampur Ward 10, Haryana",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12640,Primary Health Centre & Hospital - Anandpur Ward 12,Construction of 10-bed Maternity and Child Care wing at Primary Health Centre Anandpur Ward 12.,Primary Health Centre & Hospital,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA079,Haryana DRDA Executive Division,3660000,2024-11-21,2024-12-26,2025-12-31,2025-12-31,100,100,COMPLETED,28.9645,76.1345,"Anandpur Ward 12, Haryana",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12641,Bridge & Culvert - Fatehpur Ward 12,Reconstruction of dilapidated Box Culvert and approach link at Fatehpur Ward 12.,Bridge & Culvert,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA084,Haryana IRRIGATION Executive Division,29300000,2026-04-05,2026-04-30,2027-02-25,,71,61,IN_PROGRESS,29.1412,75.8753,"Fatehpur Ward 12, Haryana",3,SYNTHETIC,HIGH_COST_ANOMALY,Allocated Limit for Honble MPs.csv,141,26102,0.46,MEDIUM,0.84,0.12,0.7,0.14,0.08,0.1,Cost estimate exceeds CPWD/PWD schedule of rates benchmark by >300%,1
P12642,Public Solar & Street Lighting - Rampur Ward 3,Installation of 120 Nos. LED Solar High-Mast street lights in wards of Rampur Ward 3.,Public Solar & Street Lighting,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA083,Haryana ELECTRICITY Executive Division,1610000,2025-10-04,2025-11-03,2026-12-06,2026-12-06,100,100,COMPLETED,28.8352,76.1894,"Rampur Ward 3, Haryana",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P12643,Community Hall & Social Asset - Shivpur Ward 6,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Shivpur Ward 6.,Community Hall & Social Asset,ST12,Haryana,D132,Ambala,C140,Ambala,MP140,Varun Chaudhry,IA082,Haryana ZILLA_PARISHAD Executive Division,6390000,2024-06-04,2024-07-03,2025-04-07,,0,0,NOT_STARTED,28.9021,76.4015,"Shivpur Ward 6, Haryana",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,141,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
